Ident,Lat,Lon,Alt
SSID,-22.27922350,-53.38354150,346
2II2,37.98754472,-87.93836167,116
56G,43.57640888,-82.64715056,227
S81,44.76129722,-115.10732334,1433
3X7,27.54198138,-80.83311612,20
CJP4,50.52757000,-103.60438798,590
TN50,34.99146805,-85.65080167,206
ND87,47.60556138,-102.10461612,613
2AZ1,33.75919750,-113.61548473,567
5G2,40.05424555,-78.84696667,744
PAIM,65.99263750,-153.70389050,372
73X,27.59864472,-80.50199834,8
3TN0,36.53527777,-82.43055556,472
7XS7,30.11472200,-98.93111100,619
KIDI,40.63222650,-79.10553050,428
I21,39.90481100,-85.92424250,260
KTYQ,40.03066800,-86.25143450,281
KIND,39.71809267,-86.29267300,243
KUMP,39.93520250,-86.04494150,247
KIDL,33.48410683,-90.67885133,38
X58,27.03638900,-80.44013850,9
2XS2,28.26284700,-100.16230650,229
VIDP,28.56649650,77.10309025,237
3NJ6,40.01499850,-74.84305550,20
YIDK,-26.96496894,133.32113399,401
NM83,32.77219450,-103.21254725,1130
10LA,30.24742305,-92.09595584,11
9I6,39.84478611,-82.57960612,267
N20,7.01666700,171.48333300,1
SA7D,-34.27777778,-60.50444445,64
GMAA,30.38137100,-9.54629200,27
FL12,30.59047694,-84.03044695,56
KHSP,37.95145250,-79.83388850,1156
30K,37.90694450,-100.53139000,858
SSHT,-10.13083332,-56.71722223,260
7NA4,47.51720722,-97.33370167,299
YING,-24.99696891,148.33309755,325
EDGI,49.32110980,9.65611080,419
4KS2,39.01861472,-94.95441112,293
MMCP,19.81679450,-90.50031400,10
MMPC,20.07720000,-98.78281550,2316
SA7E,-35.35500000,-64.47527778,193
CAP6,56.79048900,-124.89670729,680
MP22,8.19522250,-80.65869400,33
KCTK,40.56920650,-90.07491525,208
YIGM,-18.66457024,146.14511844,15
BIID,66.05027770,-23.69638820,21
SD43,44.23972222,-98.04972223,398
O44,38.47018722,-122.44553445,58
MN66,45.08107416,-93.66829584,311
YILW,-28.41752519,151.09582527,284
ETSI,48.71509475,11.53405925,366
YIGR,-29.62778676,134.78768101,155
MU41,36.78666666,-93.88777778,453
AL32,33.17650833,-87.63611945,52
FQIN,-23.87635700,35.40820200,9
EIIB,53.61955615,-10.21084533,10
EIIR,53.05866200,-9.50616900,12
EIMN,53.09443668,-9.56861824,5
EIIM,53.10685435,-9.65316454,9
YINJ,-25.85088478,148.54957104,401
YIKM,-16.22918057,141.43401961,6
ND24,48.14026944,-97.67258639,333
YIMT,-27.74228444,140.75021277,82
YINN,-27.69891846,140.73806755,54
3MI5,43.45002055,-83.02771917,236
YISV,-15.38003057,131.27222054,226
YIFL,-17.55924679,146.01184851,14
EM4,52.07861117,-114.02750000,920
LOWI,47.26022580,11.34396700,581
X6IN,57.31107689,-2.64862268,152
7OR8,44.09042666,-119.28967917,1390
HE12,30.33240200,31.44742700,35
MG13,15.80418750,-89.85067750,155
SA7F,-35.24944445,-63.53416667,39
SA7G,-35.19944444,-63.60083333,127
31D,40.33340250,-79.77921223,381
MO29,38.77223138,-94.33494806,293
LSMI,46.67658280,7.87909538,577
0U5,42.27824722,-113.30499862,1396
S28,48.99738600,-100.04342500,705
FYIA,-24.08835000,17.95165000,1219
SPNT,-3.58305600,-74.75000000,198
CYPH,58.47181450,-78.07722200,24
CYEV,68.30379150,-133.48316700,68
NZNV,-46.41428301,168.31856004,5
YIVL,-29.88942844,151.14274840,813
YINO,-29.77378400,151.16557100,696
YINV,-18.00439137,140.53546277,23
AA8,50.51666650,-116.00000000,860
EGPE,57.54303861,-4.05094397,9
X40,28.80859750,-82.31648050,15
YINW,-17.84129764,129.64343014,409
KIYK,35.65958183,-117.82917117,748
LGIO,39.69653050,20.82250000,475
LGKR,39.60177900,19.91190850,2
S23,48.70804494,-117.41299435,642
Y70,42.93799800,-85.06052300,249
6D9,44.31283450,-83.42235700,185
KIOW,41.63856400,-91.54649067,204
KMRJ,42.88663650,-90.23561650,357
KIFA,42.47077350,-93.26994050,347
SWIP,-17.68722222,-48.16194444,832
SSIA,-8.42666666,-45.32916667,530
SNIU,-14.17361700,-39.68413600,150
SWII,-2.93907100,-69.69403200,40
WMKI,4.56797250,101.09219450,40
NVVI,-18.85650436,169.28338281,7
OEPK,27.95423600,46.74265300,305
EGSE,52.02769200,1.19577667,39
WY14,44.63767386,-104.68797055,1207
CYFB,63.75656526,-68.55605827,34
2F0,30.90555550,-101.88958300,671
LGIR,35.33948717,25.18012033,35
OIZI,27.23611650,60.72003900,622
SSIT,-25.50388910,-50.65388870,893
WZ14,-3.23857250,137.33391650,107
WZ15,-1.32850400,133.91257900,1955
SNIC,-11.33986850,-41.84699850,781
EIKN,53.91030579,-8.81847404,203
HTIR,-7.66863450,35.75211250,1426
II94,40.12837166,-85.88609195,244
SJBK,-5.67916667,-54.24500000,177
UIII,52.26643737,104.39569378,511
UIIR,52.36771150,104.18333966,432
24WI,45.09552222,-92.67381362,302
SDIB,-22.15808100,-46.77528050,920
50D,46.00969800,-88.27365350,408
22OR,44.94178805,-122.76258889,241
72CL,34.13402750,-115.11917000,271
5TE5,30.27389000,-103.23656400,1315
T58,33.33178250,-97.23029389,218
5MO1,39.38420333,-92.37629056,262
CNP7,44.85361371,-75.30697539,75
NE4,48.74083333,-80.79337950,307
RJTJ,35.84159150,139.41075950,90
SD26,45.38748027,-101.44209334,731
BIIS,66.05810000,-23.13520058,2
WZ16,-0.88500000,133.63581800,788
4A9,34.47369700,-85.72140100,267
14XS,30.80852305,-97.27388584,131
SPEN,-10.18305590,-75.15000150,274
KHZX,46.61879750,-93.30981100,374
UT1A,40.12071900,70.65930550,858
FZNI,-0.71566093,29.70003395,990
ROIG,24.34452350,124.18698300,28
VGIS,24.15253050,89.04944300,14
YISD,-24.21636741,144.62475393,221
YISF,-24.25954747,144.42467780,212
LTAK,36.57347200,36.15400000,8
CBU2,57.84837600,-129.98547530,932
MM10,28.03758350,-115.18867500,30
SA04,-34.18212200,-58.24691150,2
SCIM,-38.39055630,-73.86916350,6
MMIM,21.24503350,-86.73996650,2
SCIR,-33.66500100,-78.92970300,132
SCFX,-26.29386500,-80.09621550,50
MM81,18.77415300,-110.93032350,331
SA7H,-33.24722222,-62.41666667,118
WV08,38.21676861,-81.53317334,183
CYIV,53.85699800,-94.65332800,237
4WI2,45.60607194,-89.02150667,500
SA7I,-33.75000000,-58.70000000,6
EGPI,55.68341895,-6.25687473,16
MY72,46.15967694,-93.46134751,387
EGNS,54.08283291,-4.62547520,16
XBRO,57.25316221,-5.82781060,7
TN43,35.09592472,-90.11398167,66
57B,44.30245500,-68.91060900,28
16H,39.08754166,-88.28893112,181
5C5,42.52081666,-92.51935639,299
LTBM,37.78536950,30.58181800,991
WA56,48.50761111,-122.09152778,20
LFHA,45.51271000,3.26880700,378
LFEK,46.88904267,2.04088333,162
LTBA,40.97913567,28.81283167,50
LIPS,45.68444100,12.08723050,42
LFMI,43.52124250,4.92231950,25
SNIB,-12.49995250,-40.26985250,283
SNHA,-14.81053050,-39.29042900,60
SBIC,-3.12725550,-58.48118600,43
SJWG,-29.78027778,-55.69722222,117
SGIB,-25.40785300,-54.61941700,232
SBIH,-4.24234350,-56.00067100,34
SIJY,-26.98305555,-48.81638889,10
SNIK,-17.85055556,-42.85055555,974
SNYH,-18.06694410,-41.66694260,274
SDIM,-24.16472222,-46.78555556,4
SWEO,0.20972222,-61.55000000,80
SDUN,-21.21926700,-41.87592350,125
SIPE,-7.65601250,-34.85651000,6
SNIP,-15.24445400,-40.27719450,279
SDYW,-23.94138200,-48.88176950,707
SNXH,-4.51329300,-44.02017100,58
SSYT,-27.14250000,-53.68583333,380
SDIO,-21.60035000,-48.83298900,530
SIBZ,-7.31165950,-38.11269150,292
SSIQ,-29.17277720,-56.53666690,70
SDID,-24.13527778,-49.32833333,792
SJIT,-20.75527800,-46.75016400,768
KITH,42.49124537,-76.45828007,335
SDIU,-23.34972222,-47.32777778,680
SNYT,-13.82833600,-41.30225400,550
SNZW,-13.73222222,-39.14166667,4
SNYB,-18.99979300,-49.48671000,605
CJM2,51.14611100,-103.42610900,671
SNYU,-19.71722222,-50.21750000,475
SDIV,-20.37548650,-47.76871550,623
LFIX,43.33646298,-1.42338680,185
MN60,45.76329416,-96.21561556,321
15M,34.77236800,-88.16587350,192
SC34,34.29705194,-82.68374334,201
EFIV,68.60661475,27.41923100,147
YIVO,-32.88458751,144.31131338,101
UKLI,48.88416700,24.68666650,280
FMMI,-18.79695000,47.47880650,1280
OK96,35.75644805,-97.08475278,315
CYIK,62.41720450,-77.92527750,38
9MO6,38.19308444,-92.99241695,210
VA65,37.39458555,-79.32475028,280
RJOI,34.14251500,132.23633500,2
RJOW,34.67639400,131.79030950,56
RJAW,24.78398600,141.32272200,117
WZ17,-5.13853300,140.71967500,238
MM61,20.48596950,-99.25882500,1700
MMZH,17.60156800,-101.46053500,8
MMIT,16.44933600,-95.09369850,50
RJOC,35.41370100,132.88998200,5
6H7,39.34226916,-89.36008806,198
NM49,34.58145249,-106.07529195,1870
CD14,39.82887333,-104.43718223,1622
PA15,40.51451055,-79.42726278,378
9IS5,41.85808722,-89.40732417,240
MM16,25.52647200,-103.51759050,1134
8OH3,41.11728000,-80.52257028,343
54TS,32.81122472,-99.85176084,376
4ND3,48.60834000,-100.71708362,442
FL36,30.88352194,-85.19159639,34
KOCQ,44.87442275,-87.90982425,184
62XS,32.02236805,-98.13364834,372
8PA4,40.94452611,-77.04580389,201
MN81,47.98886861,-97.03118584,252
WN64,46.97429277,-120.46201112,480
KDEQ,34.04699600,-94.39936550,108
FVBU,-20.01520625,28.62270700,1329
IL38,41.76697333,-88.53202167,215
6MI7,42.80613611,-85.93420278,216
62LL,40.16949027,-90.29040028,140
15TA,30.25436166,-99.94701584,343
9PS2,40.80867527,-79.66977084,366
0KS0,38.63334222,-95.92526695,360
8ND6,46.71275083,-97.39092612,312
1TX2,33.71675166,-100.15038223,551
6CA7,35.17996305,-118.85509862,118
16FL,30.72519000,-87.20136000,61
66WI,43.07750388,-88.66287973,262
17OK,36.52503166,-97.75866584,348
8F2,31.52791361,-102.52820056,813
3TS3,29.37468166,-95.29049084,10
82OI,40.15422777,-83.27491695,306
72NE,41.07919796,-96.15298101,346
ID04,42.02909777,-111.42298473,1887
72IL,41.21669916,-88.36673001,172
08FL,27.08449694,-81.32868334,31
4NC0,35.89847027,-80.61617362,248
74I,40.14309250,-86.08276528,271
66FD,29.00361111,-82.55527778,15
N52,34.86382250,-80.74798350,183
VAJB,23.17782650,80.05204850,495
YJAB,-12.65806230,132.89460770,26
33C,43.08224166,-86.09477223,193
SDJC,-21.22999950,-48.28444290,616
SJLH,2.17611111,-59.78388889,151
SBEK,-6.23315450,-57.77686950,99
SBJR,-22.98777770,-43.37027740,3
SSJE,-23.14805600,-49.94333270,533
SJQR,-21.14805555,-50.90111110,400
SWJC,-15.97166730,-54.96833420,365
SA7J,-38.06611111,-63.42833333,160
3BS,43.66293825,-84.26161175,194
KJKA,30.28931600,-87.67298175,5
7AK4,61.53834888,-149.45499723,46
TS70,32.57513611,-97.08695278,183
KHHR,33.92285691,-118.33516242,20
II50,39.48282444,-86.67694806,241
5KS8,39.81805250,-101.34849556,1015
0IL9,41.85475138,-88.78730806,268
U75,36.63467527,-116.41338112,805
WN11,45.58579583,-88.00372889,294
06U,41.97583500,-114.65805550,1589
2CO3,40.37498222,-104.87275028,1524
21F,33.22872500,-98.14671100,322
PN68,40.90089555,-80.36812001,283
4LA3,30.80847200,-91.21652650,62
NC54,34.87766388,-76.35658251,3
XS92,33.14595111,-97.71253056,244
I18,38.92976800,-81.81948350,231
19A,34.17386100,-83.56060050,290
24A,35.31744000,-83.20991650,871
26R,29.00100000,-96.58196250,19
KJXN,42.25953150,-84.45946200,305
1A7,36.39722250,-85.64166900,157
KJAN,32.31117750,-90.07589225,105
MN17,46.27218888,-94.23944167,381
2IS3,41.17170361,-89.80676973,232
CD05,40.19442999,-102.69826417,1242
KJAC,43.60735224,-110.73774207,1966
KMJQ,43.64990225,-94.98639025,441
4R3,31.47208350,-87.89472200,12
NC61,34.80432833,-77.34134834,18
KJAX,30.49303750,-81.68827258,9
KIJX,39.77462700,-90.23824800,190
KNIP,30.23426200,-81.67464950,7
MTJA,18.24108350,-72.51850000,51
NA17,46.94274611,-96.92897278,273
5II8,38.41006194,-86.12886417,229
0TX8,33.18039194,-96.04330389,174
SNJB,-11.16318050,-40.55306950,500
4IA6,41.08332416,-95.09471056,366
48MN,43.77079000,-93.58910862,369
KTRM,33.62639100,-116.16079175,-35
JAQ,-5.65070366,151.50594890,72
L78,32.61672944,-116.16473862,860
82ND,46.98500722,-102.09516639,686
KAFN,42.80513500,-72.00302250,317
VE46,19.07432900,82.03681650,555
WXY2,-1.82049106,133.05127970,25
MBGT,21.44453050,-71.14232500,4
SNJW,-20.04033350,-47.42152250,582
SSJR,-32.54055790,-53.38416670,20
OISJ,28.58667400,53.57914600,1024
MUCF,22.14985000,-80.41430950,31
VIJP,26.82672225,75.80573825,385
SWYC,-15.68722222,-58.11138890,259
VIJR,26.88865300,70.86496800,229
EFJP,68.71080000,25.75720000,480
WIHH,-6.26660800,106.89111700,26
WIII,-6.12574300,106.65640475,10
22N,40.80952100,-75.76149000,163
4AK4,61.21872166,-142.88982528,321
4Z9,59.45216055,-151.52238112,2
OAJL,34.39984000,70.49862500,553
SDJL,-20.29302950,-50.54641800,456
VA47,20.96218200,75.62667900,244
VI88,31.55998200,75.34132050,226
N55,5.90666700,169.64166700,1
OIBJ,27.82054750,52.35217350,662
OP1A,26.19813200,67.50371250,128
I43,38.98135950,-82.57785000,221
67Q,38.83489888,-121.52968000,8
3CM,43.54686325,-83.89562450,179
KMEY,42.17830700,-95.79364050,340
M23,32.31190850,-89.13586100,112
NK72,42.37618416,-76.53244223,396
LL96,40.33892527,-87.57085278,212
KDAY,39.90191283,-84.21794533,308
7H4,39.41449166,-90.02205195,203
ND53,47.13137916,-99.75288723,541
YJAM,-25.86081289,127.68060694,539
YJST,-33.19202911,138.61585485,467
2A1,36.34970250,-84.94665450,516
KJMS,46.92974100,-98.67821825,457
EFJM,61.77830000,22.71940000,154
4T0,30.06271611,-94.94742639,26
VIJU,32.68914300,74.83738900,314
VAJM,22.46433050,70.00937775,21
VEJS,22.81316800,86.16885950,154
CKM4,54.83083700,-102.78860500,346
ENJA,70.93346400,-8.68963200,10
58C,42.87278222,-89.07566806,257
VNJP,26.70880395,85.92238947,78
SNAP,-15.73200400,-43.32307350,528
YPJT,-32.09887661,115.87956383,30
WA0G,-0.85866700,133.21433300,618
9MN5,46.71190361,-96.35145473,335
82IL,40.86558916,-89.00340917,223
1LL6,42.22807694,-89.73817251,267
46NE,40.90286466,-101.50035011,1029
SNJN,-15.47381950,-44.38547200,480
4H3,41.12920083,-89.10702695,204
FB26,-19.31000000,22.59800000,975
SSJI,-21.49305250,-56.15257200,321
SNJA,-5.63833280,-35.95666890,149
SNJS,-6.54083300,-36.73166660,255
SJUC,-12.10833333,-45.77750001,730
SA7K,-27.03250000,-55.19805555,205
MUCC,22.46094450,-78.32860206,4
ENJB,59.29999500,10.37660600,27
69PA,40.25927444,-74.98516778,101
LKJA,50.33138428,15.95377345,271
YJRK,-17.89842188,145.83472447,30
EPRZ,50.10761400,22.03609600,206
CYJA,52.99670000,-118.05941000,1021
KRZL,40.94786950,-87.18318800,213
KJAS,30.88570700,-94.03493650,65
H12,38.93171083,-88.15698334,175
36OR,44.00333333,-122.88000000,343
SWJW,-17.82987650,-51.77304700,771
SJCW,-1.71205100,-58.51117050,40
SJLJ,0.59722222,-59.22166667,121
WZ18,-1.21720100,133.79000900,1856
SNEE,-12.80777778,-38.24861111,23
SC28,33.65211444,-78.99420056,8
1J7,30.95573861,-87.13052501,77
XS40,28.80025300,-99.00030800,203
IS00,40.84170222,-89.27452945,238
WAJJ,-2.57698200,140.51647100,88
LE84,36.93066800,-3.83537950,1114
2AR4,35.67074444,-90.52780000,65
8Q1,37.93520250,-121.01549445,31
MT90,48.38779888,-105.33498806,826
2OH7,38.91117861,-84.02604251,288
27WA,48.32510222,-122.31571000,72
YJBO,-37.85676538,146.91660110,97
0L7,35.76822225,-115.32961100,863
CET9,61.51666650,-120.61666550,143
5G8,40.37645722,-79.60837584,362
OMAJ,24.18742650,52.61399850,13
YJED,-25.09289323,143.55182653,160
OEJN,21.68131883,39.15564683,15
YJEY,-29.40773339,121.27129367,411
MT41,45.87825972,-112.11721750,1375
KJEF,38.59112300,-92.15658225,167
2G2,40.36021850,-80.70087400,365
0S9,48.05380850,-122.81064350,33
74FL,30.58464694,-83.70793667,37
KEFW,42.01032075,-94.34193100,319
I00,36.83791666,-79.40558084,244
RKPC,33.50897975,126.48939725,36
09J,31.07447750,-81.42778200,4
UIBV,56.48776950,104.10394450,584
WZ19,0.35246700,110.34563400,68
YJEM,-33.40944930,147.66632114,218
1R1,31.67069450,-92.15819550,65
EDBJ,50.91508750,11.71385700,374
0G2,41.30977500,-83.11602945,200
3XS4,30.13437722,-93.93600667,5
15N,39.11955666,-75.58381473,16
0OH2,39.97061500,-83.91159889,329
SN12,37.36391194,-100.47126056,834
3R7,30.24231383,-92.67180700,7
T25,27.12808944,-99.12031056,134
OL09,34.88339527,-98.75034473,494
MN45,44.56607666,-93.13215973,290
SD46,43.83330722,-96.85033139,463
6MI1,43.26308000,-83.56384501,230
OR11,44.91236694,-117.95799500,1021
NA01,47.66831027,-97.00536084,264
RKJU,35.87843600,127.11955000,29
RKPD,33.39591925,126.71208900,357
SNJK,-13.87769450,-40.07163900,197
SNJQ,-16.44192950,-41.03690150,260
18OH,41.25616333,-82.14376223,244
MTJE,18.66666666,-74.16666388,45
LEJR,36.74462200,-6.06011000,28
YJRO,-23.58418200,146.13316054,351
YJCO,-42.36538500,147.33707900,423
YJER,-35.37568012,145.72414223,109
OK17,36.35142916,-97.28421028,295
KJER,42.72668200,-114.45664450,1235
YJGP,-33.91823677,118.90442018,320
MT14,45.82353666,-112.88614639,1811
LL34,40.79364805,-89.50731445,171
NK43,42.75841027,-73.92456806,104
2H2,36.96230000,-93.69532100,437
3TR,41.83593250,-86.22517925,229
4F3,34.51674444,-98.33366028,335
EGJJ,49.20796367,-2.19529431,84
0PA9,41.20701777,-77.22608084,167
0K5,39.09421361,-90.31344723,184
OJJR,31.86656350,35.21762900,757
YJBY,-35.14700730,150.69677478,61
YJVS,-22.91447396,136.12066434,336
YJVM,-22.64205371,136.26461835,355
EDMJ,48.17438642,11.12555827,567
KVER,38.94672900,-92.68266950,218
YJSR,-11.51161725,131.02495174,9
VGJR,23.18380000,89.16083300,6
KJES,31.55396350,-81.88251800,33
SA7L,-30.98750000,-64.07750000,530
MMAS,21.70398950,-102.31714800,1863
TA07,30.00716222,-94.96687084,21
K79,37.98445700,-99.89432750,752
2VA1,37.89596361,-76.35522473,27
61OH,41.19811166,-81.20954556,344
2NA1,48.53501833,-101.43571639,507
ETNJ,53.53358300,7.88866650,7
AK72,61.70474166,-150.60112417,34
Q13,34.00338527,-108.67812167,2341
VIJN,25.49117350,78.55842350,244
VEJH,21.91353600,84.05038450,229
RCQS,22.79311650,121.18197500,39
VI69,28.10672650,75.37556250,338
SBJI,-10.87055556,-61.84666667,182
ZYJM,46.84257100,130.46399150,80
ZUCK,29.71921650,106.64167650,416
ZLJQ,39.85964861,98.33839389,1562
YJIB,-12.29363702,134.62947881,18
24N,36.82853500,-106.88419150,2322
LKJC,50.43008910,15.33293212,263
YJIG,-23.35708262,120.77369571,526
LKJI,49.41931684,15.63530337,555
DAAV,36.79513450,5.87360700,11
WZ20,-4.24696700,137.59554200,1310
61IS,41.05475416,-88.38727917,192
28FL,29.44191694,-81.58313139,12
KHBV,27.34956250,-98.73695950,202
KLXN,40.79007334,-99.77550184,735
MI20,43.71057361,-82.62631584,203
0TS9,30.01549472,-97.73722417,183
3TA7,33.14372833,-97.80447806,274
PA47,41.85283305,-80.40728889,264
PA48,40.44478999,-79.28892528,317
YJIR,-12.05583625,134.61933240,10
YJBR,-26.95951693,151.23552880,378
HAJM,7.66609450,36.81663900,1703
OH63,39.60005638,-84.41661139,291
8GA0,33.59788833,-84.14444445,271
YJIN,-36.42879832,148.59979868,1029
YJRX,-28.32529453,122.00760076,715
LKJH,49.15070002,14.97173431,513
RKPE,35.14093050,128.69566500,2
HUJI,0.45254817,33.19349247,1180
YJNK,-22.93471240,135.73261368,388
OS62,36.09674150,37.93646500,349
IA49,43.14497250,-92.05350167,360
VNJI,27.62696000,86.23015999,1855
OIKJ,28.72702650,57.67030150,812
WZ21,-4.85626333,137.70247154,15
WZ23,-3.96482100,138.94977199,1682
73W,39.79342611,-77.77805000,165
CO56,39.96415027,-104.46301306,1547
SB26,-10.49554600,-40.48739900,841
02KS,39.22221888,-96.05527056,357
TA03,29.75856350,-95.90856350,49
SSJA,-27.17142650,-51.55326650,776
8MO4,38.20838444,-90.86680112,244
SJJO,-13.19250000,-47.11555556,436
SNJD,-12.20027800,-38.90680550,234
SIVU,-20.42285000,-40.33262350,5
SSFL,-7.10000000,-40.62694444,447
SNJO,-7.09199050,-34.84159150,5
SNJP,-17.78750000,-46.12000000,911
SJBY,-3.65427650,-45.34518450,25
SA7M,-25.18666667,-64.07916667,361
6NA3,46.44416750,-101.17791862,586
VIJO,26.25109150,73.04886950,219
90OI,39.60422000,-84.63500001,308
0MO5,40.13337250,-92.10017862,238
XS96,29.52523194,-97.87528028,151
KFSD,43.58097167,-96.74179717,436
10CL,35.36801583,-119.19482973,106
MS24,32.24681555,-90.58232112,55
29F,34.39589805,-101.76712528,1067
KNJW,32.79611000,-88.83166950,165
EFJO,62.65874375,29.61397775,121
FAKU,-27.45666650,23.41138900,1336
FAJS,-26.13854250,28.24652700,1694
0M3,35.54597200,-87.59732350,296
8W1,44.57999194,-88.05649251,179
8TA0,29.13580000,-98.27640000,162
M16,32.30333750,-90.40848750,75
CYHM,43.17427875,-79.93075025,238
KJWN,36.18235150,-86.88671250,151
IS62,40.86725861,-89.45314612,137
C53,42.57277722,-90.70929362,258
NJ65,40.85343194,-74.92961445,152
KJFK,40.63990420,-73.77666109,4
KASX,46.54884375,-90.91849175,252
0XS2,30.55490444,-100.53425834,714
NY69,44.12005166,-76.30132945,79
KRAC,42.76116475,-87.81403050,205
5B1,44.79143805,-71.82176056,364
M79,32.48541950,-91.77053025,25
LL72,40.65142361,-88.18476862,229
AR05,35.21591950,-93.30490000,539
7TA8,29.85966111,-98.74141667,427
4LL3,42.30834861,-89.98345778,283
12KY,38.46034416,-85.16856556,260
KJST,40.31621333,-78.83369850,696
65Q,37.34994027,-120.29407250,85
0CL3,32.63311194,-116.89307806,149
AR26,35.77479805,-90.61899862,71
9LL3,39.54920166,-88.03225834,213
6OK1,36.00148111,-95.00301362,253
LL98,40.95003361,-89.11674806,215
37R,29.36023416,-95.00992556,4
SN77,37.40002027,-101.76711362,1033
12MI,43.05169333,-83.49189445,250
9OI3,39.89861111,-82.11027778,305
2ND7,48.75168138,-100.81403723,445
7G6,41.78062000,-78.26917889,459
24MI,42.80003277,-85.37084723,247
3AK4,60.63248888,-151.34001334,31
IS94,41.60558583,-88.66118723,203
90IL,41.19808972,-87.55892417,192
MY86,45.15079638,-93.73996639,296
7MN6,48.34275666,-96.88089695,250
3IN4,40.77504611,-85.33886112,253
7MN0,44.79995805,-95.39529139,311
NA12,47.43166333,-100.84152806,585
8ND1,47.46305194,-100.99681306,610
NA32,46.89859861,-98.85871778,472
YJOH,-35.81169404,137.73559786,21
6L1,32.67339277,-115.55916278,-1
0TE7,30.25181950,-98.62253900,462
0A4,36.36361000,-82.30888750,472
KBYG,44.38105750,-106.72190892,1514
6A4,36.41784450,-81.82513500,683
3U2,44.91212777,-115.48566806,1504
22IS,40.72615138,-91.06986556,163
0B3,35.57119361,-93.57518750,236
NJ10,40.75009861,-75.06628445,311
AR98,35.26453083,-91.18901306,63
72A,35.83708055,-79.93087056,223
11G,42.92114083,-82.58547473,192
VA91,37.70485250,-75.72659612,12
0VA1,37.23347583,-79.58530917,274
NA68,46.18556250,-102.94016306,898
2NE0,40.69708024,-99.83445593,800
05XS,33.07929055,-91.54317556,32
NA86,47.33332305,-97.90093084,455
15Q,37.19105416,-120.27628917,73
TA64,29.81633138,-99.38560056,640
DE09,39.06816805,-75.48853306,13
MY68,45.77718305,-96.39145250,313
5OH6,41.43198888,-81.97486362,213
Z52,56.03668555,-160.26620528,40
3WA1,47.61262111,-120.67008806,396
68D,40.63423000,-80.65674056,372
MY99,46.85745833,-96.23520001,415
PJON,16.73019400,-169.53181500,2
KJNX,35.54083200,-78.39027750,50
9NE4,41.70330795,-97.74456217,549
5CL9,37.14133333,-119.50791667,390
PAJO,60.48167500,-146.58425250,5
MO80,37.16060722,-92.32349556,452
WI84,42.68890083,-88.84038528,282
WMKJ,1.64130700,103.66961800,41
LFGK,47.99233250,3.39241650,223
LFFJ,48.38611100,5.14500000,312
ESNJ,66.49623600,20.14718050,276
23NY,42.27979472,-77.33998028,518
KJOT,41.51778425,-88.17551675,177
CSG3,46.04472250,-73.50152900,69
RPMJ,6.05367050,121.01104300,36
VNJS,28.78041306,83.72298811,2707
83WI,44.97052333,-90.34624639,430
42V,40.06051409,-101.54804089,953
CL23,39.45960888,-121.69608473,33
36OK,35.27229444,-96.88168612,335
CA49,36.20411777,-119.84096612,61
F00,33.61309300,-96.17960150,188
AL56,32.50014083,-85.08326862,134
3F7,35.80685250,-96.42185550,259
F88,32.20200150,-92.73292950,78
KJBR,35.83105650,-90.64724350,80
L32,31.62786250,-91.82814775,17
PAJV,61.73141638,-148.92776056,265
ESGJ,57.75504650,14.07110150,226
YJNY,-16.50832784,144.39306498,218
LFCJ,45.48540700,0.41886850,39
KJLN,37.15108183,-94.49798183,299
KJDN,47.32870100,-106.95265800,811
0X8,29.02637000,-81.98786334,22
1KY7,37.83250000,-84.18083334,277
GA22,31.43850861,-84.70825139,76
SSQB,-9.18944444,-71.94694444,365
SPIM,-12.02188900,-77.11432100,34
SKSJ,2.57969300,-72.63935800,184
SLCB,-17.42039025,-66.17716550,2548
VEJT,26.73152650,94.17553750,95
SKBS,6.20291650,-77.39467350,24
SAWS,-44.05777740,-70.43305970,730
SJWQ,-21.21750000,-50.30083333,408
SVCR,11.41486550,-69.68165400,16
SA7N,-36.44944444,-62.86750000,116
SKRG,6.16453219,-75.42311950,2120
SEMA,-4.37823050,-79.94102350,460
SDYJ,-22.22555555,-51.34805556,507
SIRF,-8.63111111,-35.27166667,146
SVJC,11.78077650,-70.15149700,23
93XS,29.08107805,-95.38271667,3
4S3,45.35955000,-117.25383600,1256
N89,41.72787350,-74.37737750,89
DE49,38.63749850,-75.35527750,13
JOP,-4.74640800,145.00733900,76
KHBW,43.64865700,-90.34175800,286
KTWF,42.48250000,-114.48827850,1265
FY1U,-20.81865000,16.72335000,1615
YJWB,-15.72771594,144.27271519,163
0FD9,30.65213555,-86.10938445,88
TS22,29.24166666,-97.62972223,85
MN76,45.31663138,-93.81691667,287
8OR7,44.62706555,-123.22454223,67
SWBZ,-12.60527778,-55.76472222,352
79I,39.81893388,-86.53805556,290
34TA,33.16706055,-96.48720862,180
6TX6,32.08255555,-96.35666667,107
SKGP,2.57013350,-77.89859850,50
SGAY,-27.37065000,-56.85394350,68
MUVR,23.03443885,-81.43526875,64
SKPA,5.76454150,-73.10543050,2501
SLOR,-17.96296875,-67.07485900,3702
SA5F,-38.00361111,-59.34888889,137
SVVG,8.62410000,-71.67281950,76
SPJA,-6.06786400,-77.15998350,825
SLSU,-19.00708300,-65.28874850,2904
SPJI,-7.16910150,-76.72856000,350
SIZX,-11.28666667,-57.53888889,302
SAZJ,-37.69819450,-59.78277780,212
